Count,Date,DAM LMP,RT LMP,RT DAM Spread,RT>DAM,Day of week,Month,Season,DAM yesterday,DAM 7 days ago,DAM to DAM spread,Rolling 7d DAM mean,Rolling 7d RT DAM spread,Weight,,,Lamba (half life),1 year,0.0019
1084,12/19/2021,56.33,60.01,3.68,1,7,12,Winter,47.47,32.57,8.86,36.59,2.79,0.2442278139,,,,,
1085,12/20/2021,75.88,107.45,31.57,1,1,12,Winter,56.33,35.91,19.55,39.98,3.66,0.2446922396,,,,,
1086,12/21/2021,82.81,87.41,4.60,1,2,12,Winter,75.88,37.43,6.93,45.70,8.97,0.2451575485,,,,,
1087,12/22/2021,55.26,57.56,2.30,1,3,12,Winter,82.81,37.37,-27.55,52.18,10.09,0.2456237423,,,,,
1088,12/23/2021,72.75,48.05,-24.70,0,4,12,Winter,55.26,32.48,17.49,54.73,10.96,0.2460908225,,,,,
1089,12/24/2021,50.74,53.47,2.74,1,5,12,Winter,72.75,32.90,-22.02,60.49,6.42,0.246558791,,,,,
1090,12/25/2021,37.37,36.66,-0.70,0,6,12,Winter,50.74,47.47,-13.37,63.03,4.32,0.2470276494,,,,,
1091,12/26/2021,37.16,37.31,0.14,1,7,12,Winter,37.37,56.33,-0.20,61.59,2.78,0.2474973993,,,,,
1092,12/27/2021,48.45,45.19,-3.26,0,1,12,Winter,37.16,75.88,11.28,58.85,2.28,0.2479680425,,,,,
1093,12/28/2021,42.99,38.99,-4.00,0,2,12,Winter,48.45,82.81,-5.46,54.93,-2.70,0.2484395807,,,,,
1094,12/29/2021,40.41,33.42,-6.99,0,3,12,Winter,42.99,55.26,-2.58,49.25,-3.93,0.2489120156,,,,,
1095,12/30/2021,36.80,33.77,-3.03,0,4,12,Winter,40.41,72.75,-3.61,47.12,-5.25,0.2493853489,,,,,
1096,12/31/2021,31.82,31.78,-0.04,0,5,12,Winter,36.80,50.74,-4.98,41.99,-2.16,0.2498595823,,,,,
1097,1/1/2022,32.74,28.40,-4.34,0,6,1,Winter,31.82,37.37,0.91,39.29,-2.55,0.2503347174,,,,,
1098,1/2/2022,32.86,39.05,6.20,1,7,1,Winter,32.74,37.16,0.12,38.62,-3.07,0.2508107561,,,,,
1099,1/3/2022,54.84,101.13,46.29,1,1,1,Winter,32.86,48.45,21.99,38.01,-2.21,0.2512877,,,,,
1100,1/4/2022,64.34,136.04,71.71,1,2,1,Winter,54.84,42.99,9.49,38.92,4.87,0.2517655509,,,,,
1101,1/5/2022,74.06,95.45,21.39,1,3,1,Winter,64.34,40.41,9.73,41.97,15.68,0.2522443105,,,,,
1102,1/6/2022,78.79,77.22,-1.57,0,4,1,Winter,74.06,36.80,4.73,46.78,19.74,0.2527239805,,,,,
1103,1/7/2022,116.41,150.63,34.22,1,5,1,Winter,78.79,31.82,37.63,52.78,19.95,0.2532045627,,,,,
1104,1/8/2022,154.31,149.39,-4.92,0,6,1,Winter,116.41,32.74,37.89,64.86,24.84,0.2536860587,,,,,
1105,1/9/2022,131.58,102.23,-29.35,0,7,1,Winter,154.31,32.86,-22.73,82.23,24.76,0.2541684703,,,,,
1106,1/10/2022,147.52,104.70,-42.82,0,1,1,Winter,131.58,54.84,15.94,96.33,19.68,0.2546517993,,,,,
1107,1/11/2022,197.41,189.73,-7.68,0,2,1,Winter,147.52,64.34,49.90,109.57,6.95,0.2551360474,,,,,
1108,1/12/2022,167.78,160.64,-7.15,0,3,1,Winter,197.41,74.06,-29.63,128.58,-4.39,0.2556212163,,,,,
1109,1/13/2022,100.58,108.12,7.54,1,4,1,Winter,167.78,78.79,-67.21,141.97,-8.47,0.2561073079,,,,,
1110,1/14/2022,130.20,102.31,-27.89,0,5,1,Winter,100.58,116.41,29.63,145.08,-7.16,0.2565943238,,,,,
1111,1/15/2022,157.96,153.85,-4.11,0,6,1,Winter,130.20,154.31,27.76,147.05,-16.04,0.2570822658,,,,,
1112,1/16/2022,145.19,301.36,156.17,1,7,1,Winter,157.96,131.58,-12.77,147.58,-15.92,0.2575711357,,,,,
1113,1/17/2022,133.40,124.15,-9.26,0,1,1,Winter,145.19,147.52,-11.79,149.52,10.58,0.2580609352,,,,,
1114,1/18/2022,144.89,131.28,-13.61,0,2,1,Winter,133.40,197.41,11.48,147.50,15.38,0.2585516662,,,,,
1115,1/19/2022,140.52,95.16,-45.37,0,3,1,Winter,144.89,167.78,-4.36,140.00,14.53,0.2590433303,,,,,
1116,1/20/2022,138.63,155.54,16.91,1,4,1,Winter,140.52,100.58,-1.89,136.11,9.07,0.2595359293,,,,,
1117,1/21/2022,204.37,219.52,15.16,1,5,1,Winter,138.63,130.20,65.73,141.54,10.41,0.2600294651,,,,,
1118,1/22/2022,178.82,223.47,44.65,1,6,1,Winter,204.37,157.96,-25.55,152.14,16.56,0.2605239395,,,,,
1119,1/23/2022,153.02,147.10,-5.92,0,7,1,Winter,178.82,145.19,-25.79,155.12,23.52,0.2610193541,,,,,
1120,1/24/2022,166.71,159.46,-7.25,0,1,1,Winter,153.02,133.40,13.69,156.24,0.37,0.2615157108,,,,,
1121,1/25/2022,143.21,137.33,-5.88,0,2,1,Winter,166.71,144.89,-23.50,161.00,0.65,0.2620130113,,,,,
1122,1/26/2022,189.10,142.23,-46.87,0,3,1,Winter,143.21,140.52,45.89,160.76,1.76,0.2625112576,,,,,
1123,1/27/2022,188.12,169.13,-18.99,0,4,1,Winter,189.10,138.63,-0.98,167.70,1.54,0.2630104513,,,,,
1124,1/28/2022,156.54,216.15,59.61,1,5,1,Winter,188.12,204.37,-31.57,174.76,-3.59,0.2635105943,,,,,
1125,1/29/2022,176.02,223.36,47.34,1,6,1,Winter,156.54,178.82,19.48,167.93,2.76,0.2640116883,,,,,
1126,1/30/2022,178.63,215.38,36.75,1,7,1,Winter,176.02,153.02,2.61,167.53,3.15,0.2645137353,,,,,
1127,1/31/2022,213.08,187.56,-25.52,0,1,1,Winter,178.63,166.71,34.45,171.19,9.24,0.2650167369,,,,,
1128,2/1/2022,173.79,150.90,-22.89,0,2,2,Winter,213.08,143.21,-39.29,177.81,6.63,0.265520695,,,,,
1129,2/2/2022,107.77,112.24,4.47,1,3,2,Winter,173.79,189.10,-66.02,182.18,4.20,0.2660256115,,,,,
1130,2/3/2022,81.70,56.97,-24.73,0,4,2,Winter,107.77,188.12,-26.07,170.56,11.54,0.2665314882,,,,,
1131,2/4/2022,119.10,140.80,21.70,1,5,2,Winter,81.70,156.54,37.40,155.36,10.72,0.2670383268,,,,,
1132,2/5/2022,149.51,140.83,-8.68,0,6,2,Winter,119.10,176.02,30.42,150.01,5.30,0.2675461292,,,,,
1133,2/6/2022,156.24,141.11,-15.13,0,7,2,Winter,149.51,178.63,6.73,146.23,-2.70,0.2680548973,,,,,
1134,2/7/2022,131.54,156.92,25.38,1,1,2,Winter,156.24,213.08,-24.70,143.03,-10.11,0.2685646328,,,,,
1135,2/8/2022,105.06,96.43,-8.62,0,2,2,Winter,131.54,173.79,-26.48,131.38,-2.84,0.2690753377,,,,,
1136,2/9/2022,75.20,51.63,-23.56,0,3,2,Winter,105.06,107.77,-29.86,121.56,-0.80,0.2695870137,,,,,
1137,2/10/2022,61.26,60.05,-1.21,0,4,2,Winter,75.20,81.70,-13.94,116.91,-4.81,0.2700996627,,,,,
1138,2/11/2022,49.82,39.09,-10.73,0,5,2,Winter,61.26,119.10,-11.44,113.99,-1.45,0.2706132866,,,,,
1139,2/12/2022,50.11,33.40,-16.71,0,6,2,Winter,49.82,149.51,0.28,104.09,-6.08,0.2711278872,,,,,
1140,2/13/2022,89.23,117.62,28.39,1,7,2,Winter,50.11,156.24,39.12,89.89,-7.23,0.2716434664,,,,,
1141,2/14/2022,162.51,201.28,38.77,1,1,2,Winter,89.23,131.54,73.28,80.32,-1.01,0.272160026,,,,,
1142,2/15/2022,152.76,193.82,41.06,1,2,2,Winter,162.51,105.06,-9.74,84.74,0.90,0.2726775679,,,,,
1143,2/16/2022,90.73,80.52,-10.21,0,3,2,Winter,152.76,75.20,-62.03,91.56,8.00,0.2731960939,,,,,
1144,2/17/2022,43.12,40.48,-2.63,0,4,2,Winter,90.73,61.26,-47.61,93.77,9.91,0.273715606,,,,,
1145,2/18/2022,52.56,66.63,14.07,1,5,2,Winter,43.12,49.82,9.45,91.18,9.71,0.274236106,,,,,
1146,2/19/2022,73.51,75.87,2.36,1,6,2,Winter,52.56,50.11,20.95,91.57,13.25,0.2747575958,,,,,
1147,2/20/2022,90.67,81.43,-9.24,0,7,2,Winter,73.51,89.23,17.16,94.92,15.97,0.2752800772,,,,,
1148,2/21/2022,62.90,48.27,-14.63,0,1,2,Winter,90.67,162.51,-27.77,95.12,10.60,0.2758035522,,,,,
1149,2/22/2022,56.55,54.83,-1.72,0,2,2,Winter,62.90,152.76,-6.35,80.89,2.97,0.2763280227,,,,,
1150,2/23/2022,46.34,45.16,-1.18,0,3,2,Winter,56.55,90.73,-10.22,67.15,-3.14,0.2768534905,,,,,
1151,2/24/2022,63.14,52.16,-10.98,0,4,2,Winter,46.34,43.12,16.81,60.81,-1.85,0.2773799575,,,,,
1152,2/25/2022,104.97,147.16,42.19,1,5,2,Winter,63.14,52.56,41.83,63.67,-3.05,0.2779074257,,,,,
1153,2/26/2022,100.50,80.84,-19.65,0,6,2,Winter,104.97,73.51,-4.47,71.16,0.97,0.2784358969,,,,,
1154,2/27/2022,80.82,58.97,-21.85,0,7,2,Winter,100.50,90.67,-19.68,75.01,-2.17,0.278965373,,,,,
1155,2/28/2022,118.04,77.78,-40.27,0,1,2,Winter,80.82,62.90,37.22,73.60,-3.97,0.279495856,,,,,
1156,3/1/2022,91.85,55.15,-36.70,0,2,3,Spring,118.04,56.55,-26.19,81.48,-7.64,0.2800273478,,,,,
1157,3/2/2022,47.83,48.87,1.04,1,3,3,Spring,91.85,46.34,-44.02,86.52,-12.63,0.2805598502,,,,,
1158,3/3/2022,64.79,52.29,-12.50,0,4,3,Spring,47.83,63.14,16.96,86.74,-12.32,0.2810933653,,,,,
1159,3/4/2022,73.73,58.36,-15.37,0,5,3,Spring,64.79,104.97,8.94,86.97,-12.54,0.2816278949,,,,,
1160,3/5/2022,52.90,48.24,-4.66,0,6,3,Spring,73.73,100.50,-20.83,82.51,-20.76,0.282163441,,,,,
1161,3/6/2022,40.69,51.03,10.33,1,7,3,Spring,52.90,80.82,-12.20,75.71,-18.62,0.2827000055,,,,,
1162,3/7/2022,45.42,47.70,2.28,1,1,3,Spring,40.69,118.04,4.73,69.98,-14.02,0.2832375903,,,,,
1163,3/8/2022,55.26,47.14,-8.12,0,2,3,Spring,45.42,91.85,9.84,59.60,-7.94,0.2837761974,,,,,
1164,3/9/2022,62.02,48.96,-13.05,0,3,3,Spring,55.26,47.83,6.75,54.38,-3.86,0.2843158287,,,,,
1165,3/10/2022,53.45,56.00,2.55,1,4,3,Spring,62.02,64.79,-8.57,56.40,-5.87,0.2848564861,,,,,
1166,3/11/2022,46.93,41.42,-5.51,0,5,3,Spring,53.45,73.73,-6.51,54.78,-3.72,0.2853981717,,,,,
1167,3/12/2022,63.33,100.36,37.03,1,6,3,Spring,46.93,52.90,16.40,50.95,-2.31,0.2859408874,,,,,
1168,3/13/2022,83.33,97.23,13.89,1,7,3,Spring,63.33,40.69,20.00,52.44,3.64,0.2864846351,,,,,
1169,3/14/2022,68.26,74.93,6.67,1,1,3,Spring,83.33,45.42,-15.07,58.54,4.15,0.2870294168,,,,,
1170,3/15/2022,51.17,51.80,0.63,1,2,3,Spring,68.26,55.26,-17.09,61.80,4.78,0.2875752345,,,,,
1171,3/16/2022,44.95,42.42,-2.53,0,3,3,Spring,51.17,62.02,-6.22,61.21,6.03,0.28812209,,,,,
1172,3/17/2022,46.24,42.63,-3.61,0,4,3,Spring,44.95,53.45,1.29,58.78,7.53,0.2886699855,,,,,
1173,3/18/2022,42.38,42.08,-0.30,0,5,3,Spring,46.24,46.93,-3.87,57.75,6.65,0.2892189229,,,,,
1174,3/19/2022,48.18,42.52,-5.66,0,6,3,Spring,42.38,63.33,5.81,57.10,7.40,0.2897689041,,,,,
1175,3/20/2022,44.26,45.45,1.19,1,7,3,Spring,48.18,83.33,-3.93,54.93,1.30,0.2903199312,,,,,
1176,3/21/2022,46.09,44.41,-1.68,0,1,3,Spring,44.26,68.26,1.83,49.35,-0.52,0.2908720062,,,,,
1177,3/22/2022,48.27,44.77,-3.50,0,2,3,Spring,46.09,51.17,2.18,46.18,-1.71,0.2914251309,,,,,
1178,3/23/2022,48.37,47.17,-1.20,0,3,3,Spring,48.27,44.95,0.10,45.77,-2.30,0.2919793075,,,,,
1179,3/24/2022,50.14,57.05,6.91,1,4,3,Spring,48.37,46.24,1.77,46.26,-2.11,0.2925345379,,,,,
1180,3/25/2022,48.27,62.43,14.16,1,5,3,Spring,50.14,42.38,-1.87,46.81,-0.61,0.2930908242,,,,,
1181,3/26/2022,53.35,60.86,7.52,1,6,3,Spring,48.27,48.18,5.08,47.65,1.46,0.2936481682,,,,,
1182,3/27/2022,73.29,61.55,-11.74,0,7,3,Spring,53.35,44.26,19.94,48.39,3.34,0.2942065722,,,,,
1183,3/28/2022,101.36,100.87,-0.49,0,1,3,Spring,73.29,46.09,28.07,52.54,1.49,0.294766038,,,,,
1184,3/29/2022,112.79,249.66,136.87,1,2,3,Spring,101.36,48.27,11.43,60.43,1.66,0.2953265677,,,,,
1185,3/30/2022,74.58,71.97,-2.61,0,3,3,Spring,112.79,48.37,-38.21,69.65,21.72,0.2958881632,,,,,
1186,3/31/2022,53.51,48.09,-5.42,0,4,3,Spring,74.58,50.14,-21.07,73.40,21.52,0.2964508268,,,,,
1187,4/1/2022,50.34,51.02,0.68,1,5,4,Spring,53.51,48.27,-3.17,73.88,19.76,0.2970145603,,,,,
1188,4/2/2022,52.74,43.36,-9.38,0,6,4,Spring,50.34,53.35,2.40,74.17,17.83,0.2975793658,,,,,
1189,4/3/2022,56.30,53.78,-2.53,0,7,4,Spring,52.74,73.29,3.56,74.09,15.42,0.2981452453,,,,,
1190,4/4/2022,57.29,58.13,0.84,1,1,4,Spring,56.30,101.36,0.99,71.66,16.73,0.2987122009,,,,,
1191,4/5/2022,56.31,75.90,19.59,1,2,4,Spring,57.29,112.79,-0.98,65.36,16.92,0.2992802346,,,,,
1192,4/6/2022,57.92,71.33,13.42,1,3,4,Spring,56.31,74.58,1.60,57.30,0.17,0.2998493486,,,,,
1193,4/7/2022,69.08,70.26,1.18,1,4,4,Spring,57.92,53.51,11.17,54.92,2.46,0.3004195447,,,,,
1194,4/8/2022,67.57,55.96,-11.61,0,5,4,Spring,69.08,50.34,-1.51,57.14,3.40,0.3009908251,,,,,
1195,4/9/2022,62.72,68.57,5.85,1,6,4,Spring,67.57,52.74,-4.86,59.60,1.64,0.3015631919,,,,,
1196,4/10/2022,65.87,54.12,-11.75,0,7,4,Spring,62.72,56.30,3.16,61.03,3.82,0.3021366472,,,,,
1197,4/11/2022,68.45,53.98,-14.46,0,1,4,Spring,65.87,57.29,2.57,62.39,2.50,0.3027111929,,,,,
1198,4/12/2022,66.02,68.59,2.57,1,2,4,Spring,68.45,56.31,-2.42,63.99,0.32,0.3032868311,,,,,
1199,4/13/2022,62.79,61.00,-1.79,0,3,4,Spring,66.02,57.92,-3.23,65.37,-2.11,0.303863564,,,,,
1200,4/14/2022,68.94,71.66,2.72,1,4,4,Spring,62.79,69.08,6.15,66.07,-4.29,0.3044413936,,,,,
1201,4/15/2022,61.13,55.70,-5.42,0,5,4,Spring,68.94,67.57,-7.82,66.05,-4.07,0.305020322,,,,,
1202,4/16/2022,60.93,53.63,-7.30,0,6,4,Spring,61.13,62.72,-0.20,65.13,-3.18,0.3056003514,,,,,
1203,4/17/2022,62.38,50.17,-12.21,0,7,4,Spring,60.93,65.87,1.45,64.88,-5.06,0.3061814837,,,,,
1204,4/18/2022,72.02,71.39,-0.63,0,1,4,Spring,62.38,68.45,9.64,64.38,-5.13,0.3067637211,,,,,
1205,4/19/2022,81.54,98.88,17.34,1,2,4,Spring,72.02,66.02,9.51,64.89,-3.15,0.3073470657,,,,,
1206,4/20/2022,84.50,96.11,11.61,1,3,4,Spring,81.54,62.79,2.96,67.10,-1.04,0.3079315195,,,,,
1207,4/21/2022,75.83,67.85,-7.98,0,4,4,Spring,84.50,68.94,-8.67,70.21,0.87,0.3085170848,,,,,
1208,4/22/2022,67.33,59.72,-7.61,0,5,4,Spring,75.83,61.13,-8.50,71.19,-0.66,0.3091037636,,,,,
1209,4/23/2022,58.96,61.86,2.90,1,6,4,Spring,67.33,60.93,-8.37,72.07,-0.97,0.309691558,,,,,
1210,4/24/2022,56.21,58.08,1.87,1,7,4,Spring,58.96,62.38,-2.74,71.79,0.49,0.3102804702,,,,,
1211,4/25/2022,60.90,75.08,14.18,1,1,4,Spring,56.21,72.02,4.69,70.91,2.50,0.3108705023,,,,,
1212,4/26/2022,61.57,68.40,6.84,1,2,4,Spring,60.90,81.54,0.66,69.32,4.61,0.3114616563,,,,,
1213,4/27/2022,67.97,66.48,-1.48,0,3,4,Spring,61.57,84.50,6.40,66.47,3.11,0.3120539346,,,,,
1214,4/28/2022,76.00,72.46,-3.54,0,4,4,Spring,67.97,75.83,8.03,64.11,1.24,0.3126473391,,,,,
1215,4/29/2022,73.42,60.16,-13.26,0,5,4,Spring,76.00,67.33,-2.58,64.13,1.88,0.313241872,,,,,
1216,4/30/2022,63.37,50.17,-13.20,0,6,4,Spring,73.42,58.96,-10.05,65.00,1.07,0.3138375355,,,,,
1217,5/1/2022,57.66,58.44,0.78,1,7,5,Spring,63.37,56.21,-5.71,65.63,-1.23,0.3144343317,,,,,
1218,5/2/2022,68.51,82.43,13.91,1,1,5,Spring,57.66,60.90,10.85,65.84,-1.38,0.3150322628,,,,,
1219,5/3/2022,66.82,76.26,9.45,1,2,5,Spring,68.51,61.57,-1.70,66.93,-1.42,0.3156313309,,,,,
1220,5/4/2022,73.09,79.80,6.71,1,3,5,Spring,66.82,67.97,6.27,67.68,-1.05,0.3162315382,,,,,
1221,5/5/2022,76.90,62.44,-14.45,0,4,5,Spring,73.09,76.00,3.81,68.41,0.12,0.3168328868,,,,,
1222,5/6/2022,77.01,65.92,-11.09,0,5,5,Spring,76.90,73.42,0.12,68.54,-1.44,0.317435379,,,,,
1223,5/7/2022,74.29,69.53,-4.76,0,6,5,Spring,77.01,63.37,-2.73,69.05,-1.13,0.3180390169,,,,,
1224,5/8/2022,69.48,75.68,6.20,1,7,5,Spring,74.29,57.66,-4.81,70.61,0.08,0.3186438027,,,,,
1225,5/9/2022,79.62,74.70,-4.91,0,1,5,Spring,69.48,68.51,10.14,72.30,0.85,0.3192497386,,,,,
1226,5/10/2022,77.93,73.50,-4.42,0,2,5,Spring,79.62,66.82,-1.69,73.88,-1.84,0.3198568267,,,,,
1227,5/11/2022,73.80,75.25,1.45,1,3,5,Spring,77.93,73.09,-4.13,75.47,-3.82,0.3204650692,,,,,
1228,5/12/2022,76.17,72.19,-3.99,0,4,5,Spring,73.80,76.90,2.38,75.57,-4.57,0.3210744684,,,,,
1229,5/13/2022,79.04,82.75,3.71,1,5,5,Spring,76.17,77.01,2.87,75.47,-3.07,0.3216850264,,,,,
1230,5/14/2022,67.93,82.16,14.22,1,6,5,Spring,79.04,74.29,-11.11,75.76,-0.96,0.3222967455,,,,,
1231,5/15/2022,71.94,83.76,11.83,1,7,5,Spring,67.93,69.48,4.00,74.85,1.75,0.3229096278,,,,,
1232,5/16/2022,84.37,84.04,-0.33,0,1,5,Spring,71.94,79.62,12.43,75.20,2.56,0.3235236756,,,,,
1233,5/17/2022,71.32,62.99,-8.32,0,2,5,Spring,84.37,77.93,-13.05,75.88,3.21,0.3241388911,,,,,
1234,5/18/2022,69.74,69.53,-0.21,0,3,5,Spring,71.32,73.80,-1.58,74.94,2.65,0.3247552764,,,,,
1235,5/19/2022,78.96,69.86,-9.09,0,4,5,Spring,69.74,76.17,9.22,74.36,2.42,0.3253728339,,,,,
1236,5/20/2022,89.99,66.08,-23.91,0,5,5,Spring,78.96,79.04,11.04,74.76,1.69,0.3259915657,,,,,
1237,5/21/2022,114.15,89.96,-24.18,0,6,5,Spring,89.99,67.93,24.16,76.32,-2.26,0.3266114742,,,,,
1238,5/22/2022,114.55,88.00,-26.55,0,7,5,Spring,114.15,71.94,0.40,82.92,-7.74,0.3272325614,,,,,
1239,5/23/2022,81.24,79.36,-1.89,0,1,5,Spring,114.55,84.37,-33.30,89.01,-13.23,0.3278548297,,,,,
1240,5/24/2022,71.23,74.19,2.96,1,2,5,Spring,81.24,71.32,-10.02,88.56,-13.45,0.3284782813,,,,,
1241,5/25/2022,72.95,106.67,33.72,1,3,5,Spring,71.23,69.74,1.72,88.55,-11.84,0.3291029185,,,,,
1242,5/26/2022,76.91,99.32,22.41,1,4,5,Spring,72.95,78.96,3.96,89.01,-6.99,0.3297287435,,,,,
1243,5/27/2022,88.86,115.03,26.17,1,5,5,Spring,76.91,89.99,11.95,88.72,-2.49,0.3303557586,,,,,
1244,5/28/2022,74.54,64.79,-9.75,0,6,5,Spring,88.86,114.15,-14.32,88.55,4.66,0.330983966,,,,,
1245,5/29/2022,68.68,52.52,-16.16,0,7,5,Spring,74.54,114.55,-5.87,82.90,6.73,0.331613368,,,,,
1246,5/30/2022,81.26,63.24,-18.02,0,1,5,Spring,68.68,81.24,12.58,76.34,8.21,0.3322439669,,,,,
1247,5/31/2022,106.97,114.70,7.72,1,2,5,Spring,81.26,71.23,25.71,76.35,5.90,0.3328757649,,,,,
1248,6/1/2022,80.99,68.93,-12.06,0,3,6,Summer,106.97,72.95,-25.98,81.45,6.59,0.3335087644,,,,,
1249,6/2/2022,78.37,76.41,-1.96,0,4,6,Summer,80.99,76.91,-2.62,82.60,0.05,0.3341429676,,,,,
1250,6/3/2022,72.90,70.01,-2.89,0,5,6,Summer,78.37,88.86,-5.47,82.81,-3.44,0.3347783768,,,,,
1251,6/4/2022,67.67,85.23,17.56,1,6,6,Summer,72.90,74.54,-5.23,80.53,-7.59,0.3354149943,,,,,
1252,6/5/2022,63.31,87.35,24.04,1,7,6,Summer,67.67,68.68,-4.35,79.55,-3.69,0.3360528224,,,,,
1253,6/6/2022,75.34,82.56,7.22,1,1,6,Summer,63.31,81.26,12.03,78.78,2.06,0.3366918634,,,,,
1254,6/7/2022,74.95,86.58,11.63,1,2,6,Summer,75.34,106.97,-0.40,77.94,5.66,0.3373321196,,,,,
1255,6/8/2022,84.76,88.82,4.06,1,3,6,Summer,74.95,80.99,9.81,73.36,6.22,0.3379735933,,,,,
1256,6/9/2022,84.70,105.89,21.18,1,4,6,Summer,84.76,78.37,-0.06,73.90,8.52,0.3386162868,,,,,
1257,6/10/2022,78.27,72.24,-6.03,0,5,6,Summer,84.70,72.90,-6.43,74.81,11.83,0.3392602025,,,,,
1258,6/11/2022,78.24,66.84,-11.40,0,6,6,Summer,78.27,67.67,-0.02,75.57,11.38,0.3399053427,,,,,
1259,6/12/2022,70.80,69.47,-1.33,0,7,6,Summer,78.24,63.31,-7.45,77.08,7.24,0.3405517097,,,,,
1260,6/13/2022,89.35,190.86,101.52,1,1,6,Summer,70.80,75.34,18.55,78.15,3.62,0.3411993058,,,,,
1261,6/14/2022,86.18,90.72,4.55,1,2,6,Summer,89.35,74.95,-3.17,80.15,17.09,0.3418481334,,,,,
1262,6/15/2022,99.87,84.91,-14.96,0,3,6,Summer,86.18,84.76,13.70,81.76,16.08,0.3424981948,,,,,
1263,6/16/2022,85.72,67.66,-18.06,0,4,6,Summer,99.87,84.70,-14.15,83.91,13.36,0.3431494924,,,,,
1264,6/17/2022,98.71,84.07,-14.64,0,5,6,Summer,85.72,78.27,12.99,84.06,7.76,0.3438020285,,,,,
1265,6/18/2022,76.79,70.94,-5.86,0,6,6,Summer,98.71,78.24,-21.92,86.98,6.52,0.3444558054,,,,,
1266,6/19/2022,58.51,40.28,-18.23,0,7,6,Summer,76.79,70.80,-18.28,86.77,7.32,0.3451108256,,,,,
1267,6/20/2022,66.08,50.78,-15.30,0,1,6,Summer,58.51,89.35,7.57,85.02,4.90,0.3457670914,,,,,
1268,6/21/2022,72.11,63.33,-8.78,0,2,6,Summer,66.08,86.18,6.02,81.70,-11.79,0.3464246051,,,,,
1269,6/22/2022,72.90,64.35,-8.56,0,3,6,Summer,72.11,99.87,0.80,79.68,-13.69,0.3470833692,,,,,
1270,6/23/2022,62.21,63.89,1.68,1,4,6,Summer,72.90,85.72,-10.69,75.83,-12.77,0.3477433859,,,,,
1271,6/24/2022,66.02,73.12,7.10,1,5,6,Summer,62.21,98.71,3.81,72.47,-9.95,0.3484046578,,,,,
1272,6/25/2022,74.05,89.26,15.21,1,6,6,Summer,66.02,76.79,8.03,67.80,-6.85,0.3490671872,,,,,
1273,6/26/2022,74.80,74.43,-0.37,0,7,6,Summer,74.05,58.51,0.75,67.41,-3.84,0.3497309764,,,,,
1274,6/27/2022,72.88,78.30,5.42,1,1,6,Summer,74.80,66.08,-1.92,69.74,-1.29,0.3503960279,,,,,
1275,6/28/2022,61.44,57.90,-3.54,0,2,6,Summer,72.88,72.11,-11.44,70.71,1.67,0.351062344,,,,,
1276,6/29/2022,66.51,66.11,-0.41,0,3,6,Summer,61.44,72.90,5.07,69.19,2.42,0.3517299273,,,,,
1277,6/30/2022,77.29,71.75,-5.53,0,4,6,Summer,66.51,62.21,10.77,68.27,3.58,0.35239878,,,,,
1278,7/1/2022,95.31,76.29,-19.02,0,5,7,Summer,77.29,66.02,18.03,70.43,2.55,0.3530689046,,,,,
1279,7/2/2022,75.89,117.05,41.17,1,6,7,Summer,95.31,74.05,-19.43,74.61,-1.18,0.3537403035,,,,,
1280,7/3/2022,62.36,57.15,-5.22,0,7,7,Summer,75.89,74.80,-13.52,74.87,2.53,0.3544129792,,,,,
1281,7/4/2022,63.18,46.76,-16.42,0,1,7,Summer,62.36,72.88,0.82,73.10,1.84,0.355086934,,,,,
1282,7/5/2022,74.36,63.93,-10.43,0,2,7,Summer,63.18,61.44,11.18,71.71,-1.28,0.3557621704,,,,,
1283,7/6/2022,78.92,91.73,12.81,1,3,7,Summer,74.36,66.51,4.56,73.56,-2.27,0.3564386909,,,,,
1284,7/7/2022,71.69,70.72,-0.96,0,4,7,Summer,78.92,77.29,-7.23,75.33,-0.38,0.3571164978,,,,,
1285,7/8/2022,72.52,69.96,-2.56,0,5,7,Summer,71.69,95.31,0.83,74.53,0.28,0.3577955937,,,,,
1286,7/9/2022,59.65,69.77,10.12,1,6,7,Summer,72.52,75.89,-12.87,71.27,2.63,0.3584759809,,,,,
1287,7/10/2022,54.67,60.87,6.21,1,7,7,Summer,59.65,62.36,-4.98,68.96,-1.81,0.359157662,,,,,
1288,7/11/2022,69.40,63.95,-5.45,0,1,7,Summer,54.67,63.18,14.74,67.86,-0.18,0.3598406394,,,,,
1289,7/12/2022,86.91,101.33,14.43,1,2,7,Summer,69.40,74.36,17.50,68.74,1.39,0.3605249155,,,,,
1290,7/13/2022,84.94,85.13,0.19,1,3,7,Summer,86.91,78.92,-1.96,70.54,4.94,0.3612104928,,,,,
1291,7/14/2022,88.58,93.34,4.76,1,4,7,Summer,84.94,71.69,3.64,71.40,3.14,0.3618973739,,,,,
1292,7/15/2022,81.83,73.30,-8.53,0,5,7,Summer,88.58,72.52,-6.75,73.81,3.96,0.3625855611,,,,,
1293,7/16/2022,77.28,68.91,-8.38,0,6,7,Summer,81.83,59.65,-4.55,75.14,3.11,0.363275057,,,,,
1294,7/17/2022,77.15,90.11,12.95,1,7,7,Summer,77.28,54.67,-0.13,77.66,0.46,0.363965864,,,,,
1295,7/18/2022,92.97,120.66,27.69,1,1,7,Summer,77.15,69.40,15.82,80.87,1.43,0.3646579847,,,,,
